"﻿""Product Name""",No,category,collection,target market,Calculate on Weight,Dimensions(mm) x y z,description (80 word),Price < 25 QTY,Price >=25 QTY,discount cal,Document Link,Discount %,calc,Name on Store,Arabic Name,Available,Hidden,Colors,Image,Gallery
Aquatic Aquarium Terrarium Craggy Rock Castl,PTSTLS-1225-030,Aquarium Decor & Maintenance,The Aquascape Series,Aquarium Hobbyists,85,130*118*138,"Upgrade your aquarium with the Aquatic Aquarium Terrarium Craggy Rock Castl.   Expertly designed for Aquarium Hobbyists, this high-quality accessory provides enrichment for your aquatic life while beautifying the tank.   Its durable construction ensures longevity, making it a perfect fit for any aquascape.   Dimensions: 130*118*138.   Easy to use and clean, it combines functionality with a sleek aesthetic.",4.25,4.25,0,https://drive.google.com/file/d/1e8sYXGsmUDo2OYCl6O-0X5hqpGSvxiho/view?usp=drive_link,,4.25,Aquarium Terrarium Craggy Rock Castl,Ù‚Ù„Ø¹Ø© ØµØ®Ø±ÙŠØ© ÙˆØ¹Ø±Ø© Ù„Ù„ØªØ±Ø§Ø±ÙŠÙˆÙ…/Ø§Ù„Ø£Ø­ÙˆØ§Ø¶,,,"Black,White,,",,
Aquatic Aquarium Tower,PTSTLS-1225-031,Aquarium Decor & Maintenance,The Aquascape Series,Aquarium Hobbyists,65,120*60*206,"Upgrade your aquarium with the Aquatic Aquarium Tower.   Expertly designed for Aquarium Hobbyists, this high-quality accessory provides enrichment for your aquatic life while beautifying the tank.   Its durable construction ensures longevity, making it a perfect fit for any aquascape.   Dimensions: 120*60*206.   Easy to use and clean, it combines functionality with a sleek aesthetic.",3.25,3.25,0,https://drive.google.com/file/d/1S8T37YnpYPqGEeuGxNuGL_jymhysq0l8/view?usp=drive_link,,3.25,Aquarium Tower,Ø¨Ø±Ø¬ Ø­ÙˆØ¶ Ø³Ù…Ùƒ,,,Black,,
Aquatic Aquarium Tunnel,PTSTLS-1225-032,Aquarium Decor & Maintenance,The Aquascape Series,Aquarium Hobbyists,96,177*50*82,"Upgrade your aquarium with the Aquatic Aquarium Tunnel.   Expertly designed for Aquarium Hobbyists, this high-quality accessory provides enrichment for your aquatic life while beautifying the tank.   Its durable construction ensures longevity, making it a perfect fit for any aquascape.   Dimensions: 177*50*82.   Easy to use and clean, it combines functionality with a sleek aesthetic.",4.8,4.8,0,https://drive.google.com/file/d/1ppJELxbGW6zkIQWZDyNasaxLi4F89Tbr/view?usp=drive_link,,4.8,Aquarium Tunnel,Ù†ÙÙ‚ Ø­ÙˆØ¶ Ø³Ù…Ùƒ,,,"White,,",,
Naturalistic Aquatic Turtle Terrarium,PTSTLS-1225-033,Aquarium Decor & Maintenance,Reptile Realms,Reptile Keepers & Turtle Owners,245,196*180*103,"Upgrade your terrarium or tank with the Naturalistic Aquatic Turtle Terrarium.   Expertly designed for Reptile Keepers & Turtle Owners, this high-quality accessory provides a naturalistic environment for rest and exploration.   Its durable construction ensures longevity, making it a perfect fit for any habitat.   Dimensions: 196*180*103.   Easy to use and clean, it combines functionality with a sleek aesthetic.",9.8,9.8,0,https://drive.google.com/file/d/1MiNjlm1TQt6s1NsJd41cpasZjX5J-5XR/view?usp=drive_link,,9.8,Aquatic Turtle Terrarium,ØªØ±Ø§Ø±ÙŠÙˆÙ… Ù…Ø§Ø¦ÙŠ Ø·Ø¨ÙŠØ¹ÙŠ Ù„Ù„Ø³Ù„Ø§Ø­Ù,,,Black,,
Interactive Batman Cat Mask,PTSTLS-1225-034,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,52,97.7 * 135 * 57,"Upgrade your home with the Interactive Batman Cat Mask.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 97.7 * 135 * 57.   Easy to use and clean, it combines functionality with a sleek aesthetic.",3.12,2.6,16.66666667,https://drive.google.com/file/d/1LBnHXCUBR1f5DggLAD4T_Fz3GmvpY3Ld/view?usp=drive_link,16.67% Discount,-2.08,Batman Cat Mask,Ù‚Ù†Ø§Ø¹ Ø¨Ø§ØªÙ…Ø§Ù† Ø§Ù„ØªÙØ§Ø¹Ù„ÙŠ Ù„Ù„Ù‚Ø·Ø·,,,"Black,White,,",,
Avian Bird house,PTSTLS-1225-035,Pet Supplies - Bird Feeders & Toys,Avian Adventures,Bird Watchers & Owners,567,175.2 * 240 * 150,"Upgrade your garden or cage with the Avian Bird house.   Expertly designed for Bird Watchers & Owners, this high-quality accessory provides a stimulating and safe environment for birds.   Its durable construction ensures longevity, making it a perfect fit for any outdoor or indoor space.   Dimensions: 175.2 * 240 * 150.   Easy to use and clean, it combines functionality with a sleek aesthetic.",22.68,22.68,0,https://drive.google.com/file/d/15dCzL_ZY9oVC-4a0__lw7N3VLix1ZpIO/view?usp=drive_link,,22.68,Bird house,Ø¨ÙŠØª Ø·ÙŠÙˆØ±,,,"Black,White,,Blue",,
Avian Bird House - ForNature,PTSTLS-1225-036,Pet Supplies - Bird Feeders & Toys,Avian Adventures,Bird Watchers & Owners,230,137*250*185,"Upgrade your garden or cage with the Avian Bird House - PrintForNature.   Expertly designed for Bird Watchers & Owners, this high-quality accessory provides a stimulating and safe environment for birds.   Its durable construction ensures longevity, making it a perfect fit for any outdoor or indoor space.   Dimensions: 137*250*185.   Easy to use and clean, it combines functionality with a sleek aesthetic.",9.2,9.2,0,https://drive.google.com/file/d/1pROwCDPo0jjM_WqnSQoVtvRGvPBBYXsp/view?usp=drive_link,,9.2,Bird House - PrintForNature,Ø¨ÙŠØª Ø·ÙŠÙˆØ± - ForNature,,,White,,
Avian Bird Parrot Ladder Stairs,PTSTLS-1225-037,Pet Supplies - Bird Feeders & Toys,Avian Adventures,Bird Watchers & Owners,9,5.1 * 35 * 136.4,"Upgrade your garden or cage with the Avian Bird Parrot Ladder Stairs.   Expertly designed for Bird Watchers & Owners, this high-quality accessory provides a stimulating and safe environment for birds.   Its durable construction ensures longevity, making it a perfect fit for any outdoor or indoor space.   Dimensions: 5.1 * 35 * 136.4.   Easy to use and clean, it combines functionality with a sleek aesthetic.",0.675,0.54,20,https://drive.google.com/file/d/1mtntKUdf1Y10KbS_wYoEOPXBpGi067Pu/view?usp=drive_link,20% Discount,-0.675,Bird Parrot Ladder Stairs,Ø³Ù„Ù… ÙˆØªØ³Ù„Ù‚ Ù„Ù„Ø¨Ø¨ØºØ§ÙˆØ§Øª ÙˆØ§Ù„Ø·ÙŠÙˆØ±,,,"Black,White,,Blue",,
Avian Birdbath for birdcage _montana,PTSTLS-1225-038,Pet Supplies - Bird Feeders & Toys,Avian Adventures,Bird Watchers & Owners,178,210*210*40,"Upgrade your garden or cage with the Avian Birdbath for birdcage _montana_.   Expertly designed for Bird Watchers & Owners, this high-quality accessory provides a stimulating and safe environment for birds.   Its durable construction ensures longevity, making it a perfect fit for any outdoor or indoor space.   Dimensions: 210*210*40.   Easy to use and clean, it combines functionality with a sleek aesthetic.",7.12,7.12,0,https://drive.google.com/file/d/1ysk4uPknLre-1vBSJOXe7ujN8Hhug8vD/view?usp=drive_link,,7.12,Birdbath for birdcage _montana_,Ø­ÙˆØ¶ Ø§Ø³ØªØ­Ù…Ø§Ù… Ù„Ù‚ÙØµ Ø§Ù„Ø·ÙŠÙˆØ± (Ù…ÙˆØ¯ÙŠÙ„ Ù…ÙˆÙ†ØªØ§Ù†Ø§),,,"Black,White,,",,
Interactive Cactus Cat Self Scratcher,PTSTLS-1225-039,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,76,45*91*107,"Upgrade your home with the Interactive Cactus Cat Self Scratcher.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 45*91*107.   Easy to use and clean, it combines functionality with a sleek aesthetic.",3.8,3.8,0,https://drive.google.com/file/d/1rzBPXszKjIPUwIvWoHmtcYqhvxK5Sc8U/view?usp=drive_link,,3.8,Cactus Cat Self Scratcher,Ø­ÙƒØ§ÙƒØ© ØµØ¨Ø§Ø± ØªÙØ§Ø¹Ù„ÙŠØ© Ù„Ù„Ù‚Ø·Ø·,,,"Black,White,,",,
Interactive Cardboard cutter 5cm-2inch - cat sc,PTSTLS-1225-040,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,32,80*60*50,"Upgrade your home with the Interactive Cardboard cutter 5cm-2inch - cat sc.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 80*60*50.   Easy to use and clean, it combines functionality with a sleek aesthetic.",2.4,1.92,20,https://drive.google.com/file/d/10veVaHsdwraA1ATyCEwnuVsnm8KX7QJc/view?usp=drive_link,20% Discount,-2.4,Cardboard cutter 5cm-2inch - cat sc,Ù‚Ø§Ø·Ø¹ ÙƒØ±ØªÙˆÙ† ØªÙØ§Ø¹Ù„ÙŠ 5 Ø³Ù… - Ù„Ø®Ø¯Ø´ Ø§Ù„Ù‚Ø·Ø·,,,"Black,White,,",,
Interactive Cat (or dog) repellent Mat,PTSTLS-1225-041,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,28,195*200*21,"Upgrade your home with the Interactive Cat (or dog) repellent Mat.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 195*200*21.   Easy to use and clean, it combines functionality with a sleek aesthetic.",2.1,1.68,20,https://drive.google.com/file/d/1qU5cLgDUvwLn1Hw_ClvDpJUepCHQb5as/view?usp=drive_link,20% Discount,-2.1,Cat (or dog) repellent Mat,Ø¨Ø³Ø§Ø· Ø·Ø§Ø±Ø¯ Ù„Ù„Ù‚Ø·Ø· ÙˆØ§Ù„ÙƒÙ„Ø§Ø¨,,,"Black,White,,Blue",,
Interactive Cat Bat Wings,PTSTLS-1225-042,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,49,230 * 30 * 150,"Upgrade your home with the Interactive Cat Bat Wings.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 230 * 30 * 150.   Easy to use and clean, it combines functionality with a sleek aesthetic.",2.94,2.45,16.66666667,https://drive.google.com/file/d/1p-kYU8xBYVO4uC1BfN0W48pggZZcB6-F/view?usp=drive_link,16.67% Discount,-1.96,Cat Bat Wings,Ø£Ø¬Ù†Ø­Ø© Ø®ÙØ§Ø´ ØªÙØ§Ø¹Ù„ÙŠØ© Ù„Ù„Ù‚Ø·Ø·,,,"Black,",,
Interactive Cat Bowl Stand,PTSTLS-1225-043,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,74,162*162*155,"Upgrade your home with the Interactive Cat Bowl Stand.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 162*162*155.   Easy to use and clean, it combines functionality with a sleek aesthetic.",3.7,3.7,0,https://drive.google.com/file/d/1Qbflc6xPFZpEQLnU5vjPmiIPMNXjC5YE/view?usp=drive_link,,3.7,Cat Bowl Stand,Ø­Ø§Ù…Ù„ ÙˆØ¹Ø§Ø¡ Ø·Ø¹Ø§Ù… Ø§Ù„Ù‚Ø·Ø·,,,"Black,",,
Interactive Cat Helmet,PTSTLS-1225-044,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,199,157.2 * 118 * 128.4,"Upgrade your home with the Interactive Cat Helmet.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 157.2 * 118 * 128.4.   Easy to use and clean, it combines functionality with a sleek aesthetic.",7.96,7.96,0,https://drive.google.com/file/d/1ClgFXDLHn9-APpVUqPwUiXAbmJ7fsCGF/view?usp=drive_link,,7.96,Cat Helmet,Ø®ÙˆØ°Ø© ØªÙØ§Ø¹Ù„ÙŠØ© Ù„Ù„Ù‚Ø·Ø·,,,"Black,",,
Interactive cat house,PTSTLS-1225-045,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,333,246.9 * 237.3 * 181.9,"Upgrade your home with the Interactive cat house Ã§Å’Â«Ã§ÂªÂ.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 246.9 * 237.3 * 181.9.   Easy to use and clean, it combines functionality with a sleek aesthetic.",13.32,13.32,0,https://drive.google.com/file/d/15GvCO0L3OrW8aprU0dHcXugJNWlfEI00/view?usp=drive_link,,13.32,cat house çŒ«çª,Ø¨ÙŠØª Ù‚Ø·Ø· ØªÙØ§Ø¹Ù„ÙŠ,,,"Black,White,,",,
Interactive Cat litter mat with tray,PTSTLS-1225-046,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,215,175*310*23,"Upgrade your home with the Interactive Cat litter mat with tray.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 175*310*23.   Easy to use and clean, it combines functionality with a sleek aesthetic.",8.6,8.6,0,https://drive.google.com/file/d/12ZtXj77NhjmaHxnU21sGuXZh_cIcwJ3C/view?usp=drive_link,,8.6,Cat litter mat with tray,Ø¨Ø³Ø§Ø· Ø±Ù…Ù„ Ø§Ù„Ù‚Ø·Ø· Ù…Ø¹ ØµÙŠÙ†ÙŠØ©,,,"Black,White,,",,
Interactive CAT LITTER Modular tray,PTSTLS-1225-047,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,381,465*465*5,"Upgrade your home with the Interactive CAT LITTER Modular tray.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 465*465*5.   Easy to use and clean, it combines functionality with a sleek aesthetic.",15.24,15.24,0,https://drive.google.com/file/d/1rOTS4EOj9117eeLox1G47gdUzVfkf-it/view?usp=drive_link,,15.24,CAT LITTER Modular tray,ØµÙŠÙ†ÙŠØ© Ø±Ù…Ù„ Ù‚Ø·Ø· ØªØ±ÙƒÙŠØ¨ÙŠØ© (Ù…ÙˆØ¯ÙŠÙˆÙ„Ø§Ø±),,,Black,,
Interactive Cat Toy Activity Treat - Different levels,PTSTLS-1225-048,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,90,180 * 100 * 27,"Upgrade your home with the Interactive Cat Toy Activity Treat - Different levels.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 180 * 100 * 27.   Easy to use and clean, it combines functionality with a sleek aesthetic.",4.5,4.5,0,https://drive.google.com/file/d/1haSHaj15HW_qJcW0IHh_YQC2R5Sqnnld/view?usp=drive_link,,4.5,Cat Toy Activity Treat - Different levels,Ù„Ø¹Ø¨Ø© Ù…ÙƒØ§ÙØ¢Øª ÙˆØ£Ù†Ø´Ø·Ø© Ù„Ù„Ù‚Ø·Ø· - Ù…Ø³ØªÙˆÙŠØ§Øª Ù…Ø®ØªÙ„ÙØ©,,,Black,,
Interactive Cat Track Toy for Ping Pong Balls,PTSTLS-1225-049,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,133,190*190*53,"Upgrade your home with the Interactive Cat Track Toy for Ping Pong Balls.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 190*190*53.   Easy to use and clean, it combines functionality with a sleek aesthetic.",6.65,6.65,0,https://drive.google.com/file/d/10AP7fyKN7nzJx1qNPTMmeNBVn3GWLQQr/view?usp=drive_link,,6.65,Cat Track Toy for Ping Pong Balls,Ù„Ø¹Ø¨Ø© Ù…Ø³Ø§Ø± ÙƒØ±Ø§Øª Ø§Ù„Ø¨ÙŠÙ†Ø¬ Ø¨ÙˆÙ†Ø¬ Ù„Ù„Ù‚Ø·Ø·,,,"Black,White,,Blue",,
Interactive Cat Treat Dispenser,PTSTLS-1225-050,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,5,10*50*20,"Upgrade your home with the Interactive Cat Treat Dispenser.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 10*50*20.   Easy to use and clean, it combines functionality with a sleek aesthetic.",0.375,0.3,20,https://drive.google.com/file/d/19ESKff2rT3x1_-xbTVh8OFshMnbybMkk/view?usp=drive_link,20% Discount,-0.375,Cat Treat Dispenser,Ù…ÙˆØ²Ø¹ Ù…ÙƒØ§ÙØ¢Øª Ø§Ù„Ù‚Ø·Ø· Ø§Ù„ØªÙØ§Ø¹Ù„ÙŠ,,,"White,,",,
Cat  Spin & Snack,PTSTLS-1225-051,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,168,180*140*160,"Upgrade your home with the Interactive Cat Treat Dispenser 2.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 180*140*160.   Easy to use and clean, it combines functionality with a sleek aesthetic.",6.72,6.72,0,https://drive.google.com/file/d/1u9KnR_wyDoW7cqPX9fgvnJdphcX6ckT8/view?usp=drive_link,,6.72,Cat Treat Dispenser 2,Ù„Ø¹Ø¨Ø© 'Ù„Ù ÙˆØªÙ†Ø§ÙˆÙ„' Ù„Ù„Ù‚Ø·Ø·,,,"White,,",,
Interactive Cat Treats Spoon,PTSTLS-1225-052,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,37,58*209*22,"Upgrade your home with the Interactive Cat Treats Spoon.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 58*209*22.   Easy to use and clean, it combines functionality with a sleek aesthetic.",2.22,1.85,16.66666667,https://drive.google.com/file/d/1AwsbAUa5oCm8Sw3VhXeZKteUoMhnkgXy/view?usp=drive_link,16.67% Discount,-1.48,Cat Treats Spoon,Ù…Ù„Ø¹Ù‚Ø© Ù…ÙƒØ§ÙØ¢Øª Ø§Ù„Ù‚Ø·Ø·,,,"Black & White,,",,
Interactive catnip vase,PTSTLS-1225-053,Pet Supplies - Cat Toys & Furniture,Feline Fun & Comfort,Cat Owners,52,130*60*33,"Upgrade your home with the Interactive catnip vase.   Expertly designed for Cat Owners, this high-quality accessory provides hours of entertainment and comfort for your feline friend.   Its durable construction ensures longevity, making it a perfect fit for any play area.   Dimensions: 130*60*33.   Easy to use and clean, it combines functionality with a sleek aesthetic.",3.12,2.6,16.66666667,https://drive.google.com/file/d/1VR5Xauw9EJSzMkYuoVUR40k1GnHkr6WD/view?usp=drive_link,16.67% Discount,-2.08,catnip vase,ÙØ§Ø²Ø© Ø§Ù„Ù†Ø¹Ù†Ø§Ø¹ Ø§Ù„Ø¨Ø±ÙŠ Ø§Ù„ØªÙØ§Ø¹Ù„ÙŠØ© Ù„Ù„Ù‚Ø·Ø·,,,Black & White,,
Avian Classic Bird Feeder,PTSTLS-1225-054,Pet Supplies - Bird Feeders & Toys,Avian Adventures,Bird Watchers & Owners,141,120*120*251,"Upgrade your garden or cage with the Avian Classic Bird Feeder.   Expertly designed for Bird Watchers & Owners, this high-quality accessory provides a stimulating and safe environment for birds.   Its durable construction ensures longevity, making it a perfect fit for any outdoor or indoor space.   Dimensions: 120*120*251.   Easy to use and clean, it combines functionality with a sleek aesthetic.",7.05,7.05,0,https://drive.google.com/file/d/1C3ytNbhBDGwO0rQyWzXUPVAtbEc1sEJa/view?usp=drive_link,,7.05,Classic Bird Feeder,Ù…ØºØ°ÙŠØ© Ø·ÙŠÙˆØ± ÙƒÙ„Ø§Ø³ÙŠÙƒÙŠØ©,,,Black,,
